msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,transaction_count,city,bd,gender,registered_via,registration_init_time,num_25Sum,num_50Sum,num_75Sum,num_985Sum,num_100Sum,num_unqSum,total_secsSum,num_25Mean,num_50Mean,num_75Mean,num_985Mean,num_100Mean,num_unqMean,total_secsMean,count,is_churn,price_per_day,days_fidelity
Btz4StndXewK,38,90,477,477,0,2017-03-14,2017-06-12,0,1,1,-1,inconnu,4,2016-06-25,104.0,24.0,12.0,10.0,516.0,441.0,120612.241,3.7142857142857135,0.8571428571428571,0.42857142857142855,0.35714285714285715,18.428571428571427,15.75,4307.580035714285,28,1,5.3,352
9bzLMrA+IOZf,41,30,129,129,1,2017-03-04,2017-04-04,0,1,1,-1,inconnu,7,2013-11-30,16.0,3.0,4.0,2.0,55.0,50.0,16674.824,2.6666666666666665,0.5,0.6666666666666666,0.3333333333333333,9.166666666666666,8.333333333333334,2779.1373333333336,6,0,4.3,1221
stoTEtGVDiPs,30,30,100,100,1,2017-03-03,2017-04-02,0,1,1,-1,inconnu,9,2015-06-12,45.0,12.0,5.0,4.0,149.0,197.0,38542.147000000004,5.0,1.3333333333333333,0.5555555555555556,0.4444444444444444,16.555555555555557,21.88888888888889,4282.460777777777,9,0,3.333333333333333,660
OzYDffpZlfUa,39,30,149,149,1,2017-03-31,2017-05-27,0,2,5,41,male,9,2012-09-25,204.0,55.0,40.0,48.0,1896.0,1482.0,491139.853,6.8,1.8333333333333333,1.3333333333333333,1.6,63.2,49.4,16371.328433333332,30,0,4.966666666666667,1705
Zqat69zFj/pm,38,30,149,149,0,2017-02-19,2017-04-20,0,1,4,23,male,9,2016-02-13,38.0,2.0,0.0,2.0,142.0,132.0,37783.295,2.235294117647059,0.1176470588235294,0.0,0.1176470588235294,8.352941176470589,7.764705882352941,2222.5467647058813,17,1,4.966666666666667,432
2Iiu7z24emZh,29,30,180,180,0,2017-03-11,2017-04-10,0,1,22,21,female,3,2014-12-15,282.0,44.0,24.0,16.0,1077.0,1114.0,281665.92600000004,9.724137931034482,1.5172413793103448,0.8275862068965517,0.5517241379310345,37.13793103448275,38.41379310344829,9712.618137931031,29,0,6.0,847
llJO/PSaRSPw,40,30,149,149,1,2017-03-15,2017-04-16,0,1,5,-1,inconnu,9,2016-01-14,22.0,6.0,4.0,3.0,176.0,198.0,46301.142,1.375,0.375,0.25,0.1875,11.0,12.375,2893.821375,16,0,4.966666666666667,458
wrgCOx6U0q7n,39,30,149,149,1,2017-03-31,2017-05-24,0,2,22,24,male,3,2015-11-22,12.0,5.0,2.0,4.0,259.0,266.0,65495.907,0.6666666666666666,0.2777777777777778,0.1111111111111111,0.2222222222222222,14.388888888888893,14.777777777777779,3638.6615,18,0,4.966666666666667,549
7w+OPAUCDcy4,38,30,149,149,0,2017-03-10,2017-04-09,0,1,8,21,female,3,2015-08-29,160.0,49.0,33.0,53.0,1243.0,1286.0,334352.462,5.333333333333333,1.6333333333333333,1.1,1.7666666666666666,41.43333333333333,42.86666666666667,11145.082066666666,30,0,4.966666666666667,589
393JR6adQ+Eu,41,30,99,99,1,2017-03-18,2017-04-18,0,1,1,-1,inconnu,7,2016-12-19,24.0,7.0,8.0,5.0,1057.0,870.0,288690.904,1.2,0.35,0.4,0.25,52.85,43.5,14434.5452,20,0,3.3,120
s4THicernsD0,40,30,149,149,1,2017-03-06,2017-04-06,0,1,13,49,female,9,2016-11-30,118.0,32.0,17.0,15.0,175.0,275.0,50097.3,9.076923076923077,2.4615384615384617,1.3076923076923077,1.1538461538461535,13.461538461538465,21.15384615384616,3853.6384615384613,13,0,4.966666666666667,127
oG+rokOScW8x,36,30,180,180,0,2017-03-16,2017-04-15,0,1,1,30,female,9,2009-11-22,22.0,5.0,5.0,2.0,800.0,697.0,86590.04199999999,1.2941176470588236,0.29411764705882354,0.29411764705882354,0.1176470588235294,47.05882352941178,41.0,5093.5318823529415,17,0,6.0,2701
YAY4J/HLmRLD,41,30,99,99,1,2017-03-09,2017-04-09,0,1,1,-1,inconnu,7,2012-02-13,32.0,12.0,9.0,7.0,312.0,310.0,82214.208,1.3333333333333333,0.5,0.375,0.2916666666666667,13.0,12.916666666666664,3425.592,24,0,3.3,1882
HQiRAhArafWQ,40,30,149,149,1,2017-03-22,2017-04-30,0,1,22,31,male,3,2014-12-03,499.0,122.0,69.0,108.0,2384.0,1745.0,628905.9319999998,16.096774193548384,3.9354838709677415,2.225806451612903,3.4838709677419355,76.90322580645163,56.29032258064516,20287.28812903225,31,0,4.966666666666667,879
tRHZZ+Zz31vg,41,30,99,99,1,2017-03-05,2017-04-05,0,1,1,-1,inconnu,7,2015-09-05,2.0,1.0,0.0,0.0,12.0,15.0,3137.6209999999996,1.0,0.5,0.0,0.0,6.0,7.5,1568.8105,2,0,3.3,578
37UErYQ8FCk3,41,30,99,99,1,2017-03-25,2017-04-25,0,1,22,20,female,7,2016-01-26,0.0,0.0,0.0,0.0,7.0,7.0,1577.906,0.0,0.0,0.0,0.0,7.0,7.0,1577.906,1,0,3.3,455
tXWllcIWA5NF,33,30,149,149,1,2017-03-31,2017-04-30,0,1,4,24,female,9,2009-01-16,166.0,27.0,17.0,33.0,442.0,535.0,114982.438,8.736842105263158,1.4210526315789471,0.8947368421052632,1.7368421052631582,23.26315789473684,28.157894736842106,6051.707263157896,19,0,4.966666666666667,3026
FiGXMEOY3/0P,41,30,99,99,1,2017-03-31,2017-04-30,0,1,1,-1,inconnu,7,2015-11-29,259.0,55.0,13.0,24.0,534.0,886.0,150600.89950000006,9.25,1.9642857142857144,0.4642857142857143,0.8571428571428571,19.071428571428573,31.642857142857146,5378.603553571429,28,0,3.3,518
tzCrijo4yLXB,30,30,100,100,1,2017-03-03,2017-04-02,0,1,22,21,male,9,2014-12-14,216.0,44.0,19.0,22.0,673.0,790.0,194151.27300000002,6.96774193548387,1.4193548387096775,0.6129032258064516,0.7096774193548387,21.70967741935484,25.48387096774193,6262.944290322579,31,0,3.333333333333333,840
29ch/2jOOjKW,41,30,99,99,1,2017-03-02,2017-04-02,0,1,1,-1,inconnu,7,2016-06-03,0.0,0.0,1.0,2.0,43.0,42.0,11421.247,0.0,0.0,0.16666666666666666,0.3333333333333333,7.166666666666668,7.0,1903.5411666666666,6,0,3.3,303
v5y60oWNZVp8,41,30,99,99,1,2017-03-18,2017-04-18,0,1,1,-1,inconnu,7,2014-01-18,40.0,5.0,2.0,2.0,41.0,70.0,11300.943000000001,6.666666666666668,0.8333333333333334,0.3333333333333333,0.3333333333333333,6.833333333333332,11.666666666666664,1883.4905,6,0,3.3,1186
qcrmM0aWPdwK,41,30,149,149,1,2017-03-25,2017-04-25,0,1,1,-1,inconnu,7,2016-07-25,78.0,26.0,15.0,15.0,353.0,336.0,98496.121,2.6,0.8666666666666667,0.5,0.5,11.766666666666667,11.2,3283.204033333333,30,0,4.966666666666667,274
VTBfCquSIGEX,41,30,99,99,1,2017-03-10,2017-04-10,0,1,1,-1,inconnu,7,2015-11-10,19.0,6.0,7.0,4.0,88.0,67.0,26139.587000000003,4.75,1.5,1.75,1.0,22.0,16.75,6534.89675,4,0,3.3,517
IELABel5cfuO,41,30,99,99,1,2017-03-27,2017-04-27,0,1,1,-1,inconnu,7,2016-07-27,7.0,1.0,1.0,1.0,2.0,8.0,994.048,2.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.6666666666666665,331.34933333333333,3,0,3.3,274
H9HxmrzPysOW,37,30,149,149,1,2017-03-27,2017-04-03,1,2,17,30,female,9,2011-07-06,6.0,2.0,4.0,0.0,85.0,91.0,22028.65700000001,1.2,0.4,0.8,0.0,17.0,18.2,4405.7314000000015,5,0,4.966666666666667,2098
EocjPXP8Wpvc,40,30,149,149,1,2017-03-28,2017-05-01,0,1,18,40,male,3,2012-01-13,35.0,17.0,9.0,8.0,270.0,274.0,68528.168,2.9166666666666665,1.4166666666666667,0.75,0.6666666666666666,22.5,22.83333333333333,5710.680666666667,12,0,4.966666666666667,1935
cV4Ze0VUZIue,41,30,99,99,1,2017-03-10,2017-04-10,0,1,1,-1,inconnu,7,2016-07-10,40.0,6.0,2.0,1.0,28.0,31.0,9313.305,13.333333333333336,2.0,0.6666666666666666,0.3333333333333333,9.333333333333334,10.333333333333334,3104.435,3,0,3.3,274
vsQe9f2G3TBd,34,30,149,149,1,2017-03-31,2017-04-30,0,1,10,50,female,9,2011-07-14,131.0,88.0,47.0,56.0,518.0,684.0,157243.50600000002,4.5172413793103425,3.034482758620689,1.6206896551724137,1.9310344827586208,17.862068965517242,23.58620689655172,5422.189862068966,29,0,4.966666666666667,2117
BIcRz/2xbI07,41,30,99,99,1,2017-03-04,2017-04-04,0,1,5,23,male,7,2015-08-05,140.0,24.0,12.0,19.0,1072.0,1163.0,273124.41899999994,5.833333333333332,1.0,0.5,0.7916666666666666,44.66666666666666,48.45833333333334,11380.184124999998,24,0,3.3,608
CTnWRMqB3bO9,41,30,149,149,1,2017-03-25,2017-04-25,0,1,1,-1,inconnu,7,2015-08-26,50.0,6.0,0.0,3.0,115.0,159.0,30533.487,3.8461538461538463,0.4615384615384616,0.0,0.2307692307692308,8.846153846153848,12.230769230769232,2348.729769230769,13,0,4.966666666666667,608
enkMwMVBMm1E,38,30,149,149,0,2017-03-14,2017-04-13,0,1,15,40,male,4,2016-10-11,21.0,6.0,4.0,2.0,2041.0,1570.0,499304.3045000001,0.75,0.21428571428571427,0.14285714285714285,0.07142857142857142,72.89285714285714,56.07142857142857,17832.296589285714,28,0,4.966666666666667,184
y6CW4Wo+9Ac1,39,30,149,149,1,2017-03-31,2017-05-21,0,2,17,23,male,3,2014-05-31,119.0,18.0,17.0,21.0,1124.0,1007.0,294832.25399999996,3.966666666666667,0.6,0.5666666666666667,0.7,37.46666666666667,33.56666666666667,9827.7418,30,0,4.966666666666667,1086
su8kv4yMa0Gz,39,30,149,149,1,2017-03-31,2017-05-03,0,2,4,33,female,9,2011-08-30,142.0,31.0,22.0,18.0,1824.0,1454.0,463398.4770000001,5.071428571428571,1.1071428571428572,0.7857142857142857,0.6428571428571429,65.14285714285714,51.92857142857143,16549.945607142858,28,0,4.966666666666667,2073
mzguzdfvcTXD,36,30,180,180,1,2017-03-25,2017-04-24,0,1,1,22,female,4,2017-02-04,368.0,50.0,38.0,57.0,981.0,799.0,251706.87399999995,12.266666666666667,1.6666666666666667,1.2666666666666666,1.9,32.7,26.63333333333333,8390.229133333332,30,0,6.0,79
